,Unnamed: 0,abstract
1030,1030,"For their empirical evaluation, several active research programs in economics and political science require data on ethnic groups across countries. ""Ethnic group,"" however, is a slippery concept. After addressing conceptual and practical obstacles, I present a list of 822 ethnic groups in 160 countries that made up at least 1 percent of the country population in the early 1990s. I compare a measure of ethnic fractionalization based on this list with the most commonly used measure. I also construct an index of cultural fractionalization that uses the structural distance between languages as a proxy for the cultural distance between groups in a country. Copyright 2003 by Kluwer Academic Publishers"
1031,1031,"This paper analyzes the emergence and the evolution of a modern banking system, in a developing economy where banks coexist with informal credit institutions. Banks have a superior ability in mobilizing savings while informal lenders enjoy a superior information on borrowers. More specifically, banks cannot observe perfectly the behavior of borrowers; therefore the latter need to provide collateral assets in order to obtain bank loans. Physical collateral is not needed to borrow in the informal credit market: informal lenders can rely on social networks to obtain information on borrowers' behavior and invoke social sanctions to enforce repayment. The sustained growth path is associated with the successful development of the banking system that gathers savings on a large scale. However, informal lenders and other traditional credit institutions are necessary in the first stage of development when collateral is scarce. In this economy, the development of modern financial intermediaries is closely associated with the accumulation of collateral assets by entrepreneurs. This implies that the initial level of development as well as the initial distribution of wealth will determine the joint evolution of the real side of the economy and the financial system. Under certain conditions, two long-run steady-state equilibria exist: in the first one the economy stops growing and the banking system never successfully develops; in the second one the economy reaches a sustained growth rate and the informal sector asymptotically vanishes. The impact of the following policies is discussed: financial repression, micro-credit institutions and redistribution of assets. Copyright 2003 by Kluwer Academic Publishers"
1032,1032,"US economic activity is overwhelmingly concentrated at its ocean and Great Lakes coasts, reflecting a large contribution from coastal proximity to productivity and quality of life. Extensively controlling for correlated natural attributes and initial conditions decisively rejects that the coastal concentration of economic activity is spurious or just derives from historical forces long since dissipated. Measuring proximity based on coastal attributes that contribute to either productivity or quality of life, but not to both, suggests that the coastal concentration derives primarily from a productivity effect but also, increasingly, from a quality of life effect. Copyright 2003 by Kluwer Academic Publishers"
1033,1033,"There is an extensive literature on the urbanization process looking at both urbanization and urban concentration, asking whether and when there is under or over-urbanization or under or over urban concentration. Writers argue that national government policies and non-democratic institutions promote excessive concentration--the extent to which the urban population of a country is concentrated in one or two major metropolitan areas--except in former planned economies where migration restrictions are enforced. These literatures assume that there is an optimal level of urbanization or an optimal level of urban concentration, but no research to date has quantitatively examined the assumption and asked the basic ""so-what"" question--how great are the economic losses from significant deviations from any optimal degrees of urban concentration or rates of urbanization? This paper shows that (1) there is a best degree of urban concentration, in terms of maximizing productivity growth (2) that best degree varies with the level of development and country size, and (3) over or under-concentration can be very costly in terms of productivity growth. The paper shows also that productivity growth is not strongly affected by urbanization per se. Rapid urbanization has often occurred in the face of low or negative economic growth over some decades. Moreover, urbanization is a transitory phenomenon where many countries are now fully urbanized. Copyright 2003 by Kluwer Academic Publishers"
1034,1034,"This study uses state-level variation in labor productivity levels at twenty-year intervals between 1880 and 1980 to examine the relative importance of institutional and geographical influences in explaining observed and persistent differences in standards of living over time and across regions. Focusing on fundamental rather than proximate influences, we find that both institutional characteristics and some physical geography characteristics account for a high proportion of the differences in state productivity levels: states with navigable waterways, a large minerals endowment, and no slaves in 1860, on average, had higher labor productivity levels throughout the sample period. However, we find little support for two other influences that have previously received attention--climate and latitude. Copyright 2003 by Kluwer Academic Publishers"
1035,1035,"We generalize the class of endogenous growth models in which the scale of the economy has level rather than growth effects, and study the implications of different demographic and technological factors when both fertility choice and research effort are endogenous. The model incorporates two dimensions of technological progress: vertical (quality of goods) and horizontal (variety of goods). Both dimensions contribute to productivity growth but are driven by different processes and hence respond differently to changes in fundamentals. Specifically, while unbounded vertical progress is feasible, the scale of the economy limits the variety of goods. Incorporating a linearity in reproduction generates steady-state population growth and variety expansion. We thus have two engines of growth generating dynamics that we compare with observed changes in demographics, market structure, and patterns of growth. Numerical solutions yield the important insight that, while endogenous, fertility responds very little to industrial policies. Demographic shocks, in contrast, have substantial effects on growth. Copyright 2003 by Kluwer Academic Publishers"
1036,1036,"The recent changes in the U.S. wage structure are often linked to the new wave of capital-embodied information technologies. The existing literature has emphasized either the accelerated pace or the skill-bias of embodied technical progress as the driving force behind the rise in wage inequality. A key, neglected, aspect is the ""general purpose"" nature of the new information technologies. This paper formalizes the idea of generality of technology in two ways, one related to human capital (skill transferability) and one to physical capital (vintage compatibility) and studies the impact of an increase in these two dimensions of technological generality on equilibrium wage inequality. Copyright 2002 by Kluwer Academic Publishers"
1037,1037,"In this paper, an index of the depth of experience with state-level institutions, or state antiquity, is derived for a large set of countries. We show that state antiquity is significantly correlated with measures of political stability and institutional quality, with income per capita, and with the rate of economic growth between 1960 and 1995. State antiquity contributes significantly to the explanation of differences in growth rates, explaining half of the differences in growth rates between countries like China and Mauritania, which are located at the two ends of the spectrum. It is also a good instrument for ""social infrastructure,"" which explains cross-country differences in worker productivity. Copyright 2002 by Kluwer Academic Publishers"
1038,1038,"This paper examines the influence of economic integration--widening of the trading area--on economic development and the demographic transition. Economies produce with different technologies depending on their scale. Greater integration between regions (greater extensive scale) is instrumental in changing rates of return, which generates an industrial revolution and provokes changes in child bearing behavior. The demographic transition follows from the mortality response to income and birth response to greater scale. The model is calibrated and simulated using historical data from Europe. Historical evidence is cited to support the idea that integration precedes the dramatic rise in economic growth rates. Copyright 2002 by Kluwer Academic Publishers"
1039,1039,"This paper analyzes qualitatively and quantitatively the effects of declining mortality rates on fertility, education and economic growth. The analysis demonstrates that if individuals are prudent in the face of uncertainty about child survival, a decline in an exogenous mortality rate reduces precautionary demand for children and increases parental investment in each child. Once mortality is endogenized, population growth becomes a hump-shaped function of income per capita. At low levels of income population growth rises as income per capita rises leading to a Malthusian steady-state equilibrium, whereas at high levels of income population growth declines leading to a sustained growth steady-state equilibrium. Copyright 2002 by Kluwer Academic Publishers"
1040,1040,"Average incomes of the poorest quintile rise proportionately with average incomes in a sample of 92 countries spanning the last four decades. This is because the share of income of the poorest quintile does not vary systematically with average income. It also does not vary with many of the policies and institutions that explain growth rates of average incomes, nor does it vary with measures of policies intended to benefit the poorest in society. This evidence emphasizes the importance of economic growth for poverty reduction. Copyright 2002 by Kluwer Academic Publishers"
1041,1041,"Developing countries with highly unequal income distributions, such as Brazil or South Africa, face an uphill battle in reducing inequality. Educated workers in these countries have a much lower birthrate than uneducated workers. Assuming children of educated workers are more likely to become educated, this fertility differential increases the proportion of unskilled workers, reducing their wages, and thus their opportunity cost of having children, creating a vicious cycle. A model incorporating this effect generates multiple steady-state levels of inequality, suggesting that in some circumstances, temporarily increasing access to educational opportunities could permanently reduce inequality. Empirical evidence suggests that the fertility differential between the educated and uneducated is greater in less equal countries, consistent with the model. Copyright 2002 by Kluwer Academic Publishers"
1042,1042,"Common wisdom interprets the rise in inequality of the last two decades as the result of a skill-biased labor demand shift. This explanation does not account for two important observations: (i) within-group inequality has also markedly risen, and (ii) the rise of inequality has been accompanied by a rise of the volatility of earnings. This paper argues that a dual labor market structure, where some workers are paid efficiency-wages can account for the empirical regularities, in the absence of skilled biased technological change. The analysis demonstrates that an unbiased innovation, as well as North-South trade, can contribute to the efficiency wage premium, and thus to wage inequality, by increasing labor turnover. Copyright 2002 by Kluwer Academic Publishers"
1043,1043,"This paper explores the theoretical implications of Schmookler's (1966) argument that a key determinant of technological change is the usefulness of new technologies. There is both historical and empirical support for his argument. The analysis implies that on-going growth depends delicately on a tension between uses for solutions to technological problems and the allocation of resources toward pursuing those solutions. Even alongside an endogenously increasing number of problems pursued, increasing research labor need not increase technology growth or per capita income growth. The results provide reconciliation of stylized facts regarding technological change and growth in the United States and Western Europe. Copyright 2002 by Kluwer Academic Publishers"
1044,1044,"We use detailed product- and firm-level data to study the sources of innovation and the patterns of productivity growth over the period from 2007 to 2013. We document several new facts on product reallocation. First, every quarter around 8 percent of products are reallocated in the economy, and the entry and exit of products are prevalent among different types of firms. Second, most reallocation of products occurs within the boundaries of the firm. The entries and exits of firms only make a small contribution in the overall creation and destruction of products. Third, product reallocation is strongly pro-cyclical and declined by more than 25 percent during the Great Recession. This cyclical pattern is almost entirely explained by a decline in within firm reallocation. Motivated by these facts, we study the causes and consequences of reallocation within incumbent firms. As predicted by Schumpeterian growth theories, the rate of product reallocation strongly depends on the innovation efforts of the firms and has important implications for revenue growth, improvements in products? quality, and productivity dynamics. Our estimates suggest that the decline in product reallocation through these margins has contributed greatly to the slow growth experienced after the Great Recession."
1045,1045,"To what extent can monetary policy impact business innovation and productivity growth? We use a New Keynesian model with endogenous total factor productivity (TFP) to quantify the TFP losses due to the constraints on monetary policy imposed by the zero lower bound (ZLB) and the TFP benefits of tightening monetary policy more slowly than currently anticipated. In the model, monetary policy influences firms? incentives to develop and implement innovations. We use evidence on the dynamic effects of R&D; and monetary shocks to estimate key parameters and assess model performance. The model suggests significant TFP losses due to the ZLB."
1046,1046,Comment on Moran and Queralto (2017) for Carnegie Rochester NYU Conference Series.
1047,1047,"There has been a slowdown in growth in the world?s most advanced economies. In this paper we argue that changing demographics, in particular aging populations combined with increased life expectancy, may be part of the explanation for why we observe slower growth, falling interest rates and falling productivity growth. Using Japan and the U.S. in the years prior to the financial crises as a case study, we provide estimates of the growth deficit that arises from an aging cohort structure and increasing life expectancy. We also provide projections of the impact of predictable demographic changes on future growth in the U.S. and Japan."
1048,1048,Declining firm entry and the aging incumbent firms have meaningful implications for sluggish U.S. aggregate productivity growth. We provide a framework to characterize the contributions to industry productivity growth across the firm age distribution then apply it to firm-level Census data. Several findings emerge: the relationship between firm age and productivity growth is downward sloping and convex; the magnitudes are substantial but fade quickly; selection and reallocation predominantly drive higher productivity growth of young firms. Our results suggest a cumulative drag on aggregate productivity of 3.1% since 1980 and are expanded upon with an IV strategy and standard model of firm dynamics.
1049,1049,"This paper studies the impact of state-level land-use restrictions on U.S. economic activity, focusing on how these restrictions have depressed macroeconomic activity since 2000. We use a variety of state-level data sources, together with a general equilibrium spatial model of the United States to systematically construct a panel dataset of state-level land-use restrictions between 1950 and 2014. We show that these restrictions have generally tightened over time, particularly in California and New York. We use the model to analyze how these restrictions affect economic activity and the allocation of workers and capital across states. Counterfactual experiments show that deregulating existing urban land from 2014 regulation levels back to 1980 levels would have increased US GDP and productivity roughly to their current trend levels. California, New York, and the Mid-Atlantic region expand the most in these counterfactuals, drawing population out of the South and the Rustbelt. General equilibrium effects, particularly the reallocation of capital across states, account for much of these gains."
1050,1050,"American politics have been characterized by a high degree of partisan conflict in recent years. Combined with a divided government, this has led not only to significant Congressional gridlock, but also to spells of high fiscal policy uncertainty. The unusually slow recovery from the Great Recession during the same period suggests the possibility that the two phenomena may be related. In this paper, I investigate the hypothesis that political discord depresses private investment. To this end, I construct a novel high-frequency indicator of partisan conflict. The partisan conflict index (PCI) uses a semantic search methodology to measure the frequency of newspaper articles reporting lawmakers? disagreement about policy. I find a negative relationship between the PCI and aggregate investment in the US. Moreover, the decline is persistent, which may help explain the slow recovery observed since the 2007 recession ended. Partisan conflict is also associated with lower capital investment rates at the firm level, even when economic policy uncertainty and macroeconomic conditions are controlled for. I estimate that about 27% of the decline in corporate investment between 2007?2009 can be attributed to a rise in partisan conflict."
1051,1051,"Private nonresidential investment contracted sharply during the Great Recession in most advanced economies and remains well below its pre-2008 trend. While weakness in business investment naturally accounts for a short term drop in the aggregate demand for goods and services, a persistent decline in new capital formation is also bound to have long lasting effects on an economy?s ability to produce."
1052,1052,"Empirically, there is substantial cross-sectional variation in firms? use of external funds: roughly 80% of investment by privately held firms is financed externally, compared to 20% for publicly traded firms. In a model consistent with privately held and publicly traded firms? use of external funds, financial shocks generate only a modest response of output. This exercise casts doubt on the ability of financial shocks to generate significant economic fluctuations and emphasizes the role of non-financial linkages in understanding the importance of financial shocks."
1053,1053,"Using a newly constructed panel of state-level defense contracts, this paper studies the effect of defense spending on the U.S. macroeconomy. Summing observations across states, we estimate aggregate income and employment multipliers. Comparing these to local multipliers estimated with the panel provides evidence that local multiplier estimates may be reliable indicators of fiscal policy?s aggregate effects. Furthermore, evidence of small positive spillovers is found. Across several specifications, we estimate income and employment multipliers between zero and 0.5. This result is reconciled with the greater-than-one multipliers found in Nakamura and Steinsson (2014) by analyzing the Korean War years? impact on the estimation."
1054,1054,"Are macroeconomic releases important drivers of Treasury bond yields? We develop a two-step regression strategy that fully exploits the available high-frequency market reaction data to identify the impact of macroeconomic releases and to quantify the effects at lower frequencies. While macroeconomic surprises explain only one tenth of the daily variation in bond yields, their explanatory power improves substantially at lower frequencies, accounting for one third of quarterly variations. The finding is explained by the persistent effects that macroeconomic surprises exert on bond yields, and a less persistent impact of residual factors, which tend to average out when focusing on longer-horizon changes."
1055,1055,"Many new-Keynesian models produce a deep recession with deflation at the zero bound. These models also make unusual policy predictions: Useless government spending, technical regress, capital destruction, and forward guidance can raise output. Moreover, these predictions are larger as prices become less sticky and as changes are expected further in the future. I show that these predictions are strongly affected by equilibrium selection. For the same interest-rate path, equilibria that bound initial jumps predict mild inflation, small output variation, negative multipliers, small effects of far-off expectations and a smooth frictionless limit. Fiscal policy considerations suggest the latter equilibria."
1056,1056,"We study the impact of the Basel III liquidity coverage ratio (LCR) on interbank interest rates in an otherwise-standard model of monetary policy implementation. When banks face the possibility of an LCR shortfall, the overnight interest rate tends to decrease, while a regulatory premium arises in longer-term rates. In addition, the LCR requirement can substantially alter the effect of a central banks? open market operations on equilibrium interest rates."
1057,1057,"The literature documents a heterogeneous asset price response to macroeconomic news announcements. We relate this heterogeneity to a novel measure of the intrinsic value of an announcement?the announcement?s ability to nowcast GDP growth, inflation, and the federal funds target rate?and find that differences across the intrinsic values of several U.S. macroeconomic announcements explain a significant fraction of the variation in the impact each of these announcements has on U.S. Treasury yields. We also decompose the intrinsic value into the announcement?s relation to fundamentals, a timeliness premium, and a revision premium, and find that the former two characteristics are the most important ones in explaining the heterogeneous response."
1058,1058,"Using a small-scale microfounded DSGE model with Markov switching in shock variances and policy parameters, we show that the data-preferred description of US monetary policy is a time-consistent targeting rule with a marked increase in conservatism after the 1970s. However, the Fed lost its conservatism temporarily in the aftermath of the 1987 stock market crash, and again following the 2000 dot-com crash and has not subsequently regained it. The high inflation of the 1970s would have been avoided had the Fed been able to commit, even without the appointment of Paul Volcker or the reduction in shock volatilities."
1059,1059,"We quantify the role of contractionary monetary shocks and nominal wage rigidities in the U.S. Great Contraction. In contrast to conventional wisdom, we find little increase in the economy-wide real wage over 1929?33, although real wages rose significantly in some industries. In the context of a two-sector model with intermediates and nominal wage rigidities in one sector, contractionary monetary shocks account for only a third of the fall in GDP. Intermediate linkages play an important role, as the output decline without intermediates is almost a third larger at the trough. The role of nominal wage rigidities beyond their interaction with monetary shocks is limited."
1060,1060,"Capital accumulation is introduced into a version of Eaton?Kortum model of international trade, imposing period by period balanced trade. The effects of tariff changes on world steady states and transition dynamics are studied. A calibrated version of the model is used to assess the short- and long-run gains from a world-wide elimination of trade tariffs. The determinants and importance of convergence in world-wide capital as well as convergence on the relative capitals and incomes are analyzed. Positive and normative comparisons with an analogous static model are conducted, as well as comparisons steady state welfare comparisons vs full dynamic gains."
1061,1061,"We use scanner data to estimate inflation rates at the household level. Households? inflation rates have an annual interquartile range of 6.2?9.0 percentage points. Most of the heterogeneity comes not from variation in broadly defined consumption bundles but from variation in prices paid for the same types of goods. Lower-income households experience higher inflation, but most cross-sectional variation is uncorrelated with observables. Households? deviations from aggregate inflation exhibit only slightly negative serial correlation. Almost all variability in a household?s inflation rate comes from variability in household-level prices relative to average prices, not from variability in aggregate inflation."
1062,1062,"We study public debt in competitive equilibria in which a government chooses transfers and taxes optimally and in addition decides how thoroughly to enforce debt contracts. If the government enforces perfectly, asset inequality is determined in an optimum competitive equilibrium but the level of government debt is not. Welfare increases if private debt contracts are not enforced. Borrowing frictions let the government gather monopoly rents that come from issuing public debt without facing competing private borrowers. Regardless of whether the government chooses to enforce private debt contracts, the level of initial government debt does not affect an optimal allocation."
1063,1063,Macroeconomic models typically focus on innovations in the level of fundamentals as driver of business cycles because modeling of volatility can be demanding. This paper suggests a simple methodology that can separate the level from the volatility factors without directly estimating the volatility processes. This is made possible by exploiting features in the second order approximation of equilibrium models and using information in a large panel of data to estimate the factors. Augmenting the factors to a VAR shed light on the effects of the level and volatility shocks and their relative importance.
1064,1064,"We study the deterioration of employment in middle-wage, routine occupations in the United States in the last 35 years. The decline is primarily driven by changes in the propensity to work in routine jobs for individuals from a small set of demographic groups. These same groups account for a substantial fraction of both the increase in non-employment and employment in low-wage, non-routine manual occupations observed during the same period. We analyze a general neoclassical model of the labor market featuring endogenous participation and occupation choice. In response to an increase in automation technology, the framework embodies a tradeoff between reallocating employment across occupations and reallocation of workers towards non-employment. Quantitatively, we find that this standard model accounts for a relatively small portion of the joint decline in routine employment and associated rise in non-routine manual employment and non-employment."
1065,1065,"A laboratory experiment illustrates cognitive limitations in decision-making that may be relevant for modeling price-setting. Our subjects systematically depart from the optimal Bayesian response in several respects. Their responses are random, even conditioning on available information. Subjects adjust in discrete jumps rather than after each new piece of information, and by both large and small amounts, contrary to the predictions of an ?Ss? model of optimal adjustment subject to a fixed cost. And they prefer to report ?round numbers,? even when that requires additional effort. A model of inattentive adjustment is found to quantitatively outperform popular alternatives."
1066,1066,"The literature on cognition and communication documents that people use round numbers to convey uncertainty. This paper introduces a method of quantifying the uncertainty associated with round responses in pre-existing survey data. I construct micro-level and time series measures of inflation uncertainty since 1978. Inflation uncertainty is countercyclical and correlated with inflation disagreement, volatility, and the Economic Policy Uncertainty index. Inflation uncertainty is lowest among high-income consumers, college graduates, males, and stock market investors. More uncertain consumers are more reluctant to spend on durables, cars, and homes. Round responses are common on many surveys, suggesting numerous applications of this method."
1067,1067,"Using a large Bayesian VAR, we approximate the flow of information received by economic agents to investigate the effects of changes to government purchases. We document robust evidence that informational insufficiency in conventional models explains inconsistent results across samples and commonly employed identifications in recursive Structural VARs and Expectational VARs. Furthermore, we report heterogeneous effects of components of government purchases. While aggregate government purchases do not appear to produce strong stimulative effects with output multiplier around 0.7, government investment components have multipliers well above unity. State and local consumption, which captures investment in education and health, elicits a strong response."
1068,1068,"Full information methods are used to estimate a nonlinear general equilibrium model where occasionally binding collateral constraints on housing wealth drive an asymmetry in the link between housing prices and economic activity. The estimated model shows that, as collateral constraints became slack during the housing boom of 2001?2006, expanding housing wealth made a small contribution to consumption growth. By contrast, the housing collapse that followed tightened the constraints and sharply exacerbated the recession of 2007?2009. The empirical relevance of this asymmetry is corroborated by evidence from state- and MSA-level data."
1069,1069,"A credit default swap (CDS) contract provides insurance against default. This paper incorporates the contract into a sovereign default model and demonstrates that the existence of a CDS market results in lower default probability, higher debt levels, and lower financing costs for the country. Uncertainty over the insurance payout when the debt is renegotiated explains why in the data, as the output declines, the CDS spread becomes lower than the bond spread. Finally, my results show that the 2012 CDS naked ban, that decreased the levels of CDS for European countries, is a welfare reducing policy."
1070,1070,"How do retailers react to cost changes? While temporary sales account for 95% of price change in our data, retail prices respond to a wholesale cost increase entirely through the regular price. Sales actually respond temporarily in the opposite direction from regular prices, as though to conceal the price hike. Additional evidence from responses to commodity cost and local unemployment shocks, as well as broader evidence from BLS data, reinforces these findings. Institutional evidence indicates that sales are complex contingent contracts, determined substantially in advance. In a standard price-discrimination model, these institutional practices leave little money ``on the table?."
1071,1071,"A variant of the neoclassical growth model is considered to study the role of innovation, lags in technology adoption, total factor productivity TFP, and price markups as main determinants of asset price volatility. The model confers a prominent role to price markups as opposed to other macroeconomic sources of uncertainty. In the data, price markups are highly correlated with stock market values, whereas other financial measures of profitability exhibit much less volatility and are weakly correlated with stock market values."
1072,1072,"A dynamic cash-management model is analysed where agents choose whether to pay with cash or credit at every point in time. In the model credit usage depends on the current stock of cash, a novel result that matches recent micro evidence on households? payment choices. The optimality of such a decision rule is novel and cannot be obtained by models where cash-credit decisions are made at the ?beginning? of each period. We discuss how to use the model to account for cross country-evidence on the intensity of credit usage and for several statistics on the size and frequency of cash withdrawals. The model is used to assess the household?s welfare cost of phasing out cash."
1073,1073,"Credit cycle stabilization can be a rationale for imposing counter-cyclical capital requirements on banks. The model comprises two productive sectors: in one sector, firms can finance investments through a bond market. In the other, firms rely on bank credit. Financial frictions limit banks? borrowing capacity. Aggregate shocks impact firms? productivity. From a welfare perspective, banks lend too much in high productivity states and too little in bad states, although financial markets are complete. Imposing a (stricter) capital requirement in good states corrects capital misallocation, increases expected output and social welfare. Even with risk-neutral agents, stabilization of credit cycles is socially beneficial."
1074,1074,"We study a model where households are subject to uninsurable unemployment risk, price setting is subject to nominal rigidities, and the labor market is characterized by matching frictions and inflexible wages. Higher risk of job loss and worsening job finding prospects during unemployment depress goods demand because of a precautionary savings motive. Lower goods demand reduces job vacancies and the job finding rate producing an amplification mechanism due to endogenous countercyclical income risk. Amplification derives from the combination of incomplete financial markets and frictional goods and labor markets. The model can account for key features of the Great Recession."
1075,1075,"The paper extends the model of Krusell et al. (2010) to study the welfare effects of unemployment insurance. The model unemployment insurance program includes four realistic features: 1) a 50% replacement rate up to a benefit cap; 2) finite duration of eligibility during a jobless spell; 3) limited eligibility; and 4) and an imperfectly monitored job search requirement. The model is parameterized to fit the size of scope of unemployment insurance in the United States. Removing unemployment insurance from the model leads to only a 0.1% consumption equivalent increase in average welfare. Simplifying assumptions about the structure of unemployment insurance, such as allowing all job losers to receive benefits, lead to much larger welfare effects similar to the effects found in the past literature. Understanding the welfare effects of unemployment insurance requires careful modeling of the structure of the program."
1076,1076,"In the $3.7 trillion U.S. state-and-local-government-bond market, greater issuance costs (lower issue-prices and greater underwriting fees) benefit financial institutions, while costing taxpayers. Campaign contributions by politically supportive underwriters can be associated with lower issuance costs. Alternatively, contributions can influence a politician to accept greater costs. This paper's evidence suggests that contributions influence politicians: In the absence of an underwriter auction, underpricing increases with the chosen underwriter's contributions relative to others. Moreover, the difference in the fees charged by contributing underwriters and those charged by non-contributing underwriters is 2.9%. In the presence of an underwriter auction, these results are statistically insignificant."
1077,1077,"Standard Dynamic Stochastic General Equilibrium (DSGE) models cannot explain the near-zero interest rate policy (near-ZIRP) by the Federal Reserve. I study two methods of modeling the near-ZIRP in DSGE models: the perfect foresight model and the Markov regime-switching model developed in this paper. The near-ZIRP has a significant expansionary effect, and the regime-switching model generates a more realistic predicted path of macro variables than the perfect foresight model. Furthermore, the government purchases multiplier in the near-ZIRP regime is smaller than what the literature finds at the zero lower bound (ZLB), and the contractionary effects of higher productivity found by the recent literature at the ZLB are not present in the regime-switching model."
1078,1078,"An obvious cost of ?leaning against the wind? is a weaker economy if no (financial) crisis occurs. Possible benefits are lower probabilities and smaller magnitudes of crises. A second cost?less obvious, previously overlooked, but higher?is a weaker economy if a crisis occurs. For representative estimates, costs exceed benefits by substantial margins. Overturning the result requires policy-rate effects on the probability and magnitude of crises more than 5?40 standard errors larger than representative estimates. Higher probabilities, larger magnitudes, or longer durations of crises?typical consequences of ineffective macroprudential policy?increase the margin of costs over benefits"
1079,1079,"The sectoral composition of global saving changed dramatically during the last three decades. Whereas in the early 1980s most of global investment was funded by household saving, nowadays nearly two-thirds of global investment is funded by corporate saving. This shift in the sectoral composition of saving was not accompanied by changes in the sectoral composition of investment, implying an improvement in the corporate net lending position. We characterize the behavior of corporate saving using both national income accounts and firm-level data and clarify its relationship with the global decline in labor share, the accumulation of corporate cash stocks, and the greater propensity for equity buybacks. We develop a general equilibrium model with product and capital market imperfections to explore quantitatively the determination of the flow of funds across sectors. Changes including declines in the real interest rate, the price of investment, and corporate income taxes generate increases in corporate profits and shifts in the supply of sectoral saving that are of similar magnitude to those observed in the data."
1080,1080,"The financial intermediation sector is important not only for channeling resources from agents in excess of funds to agents in need of funds (lending channel). By issuing liabilities it also creates financial assets held by other sectors of the economy for insurance or liquidity purpose. When the intermediation sector creates less liabilities or their value falls, agents are less willing to engage in activities that are individually risky but desirable in aggregate (bank liabilities channel). The paper shows how financial crises driven by self-fulfilling expectations about the liquidity of the banking sector are transmitted to the real sector of the economy. Since the government could also create financial assets by borrowing, the paper analyzes how public debt affects the issuance of liabilities by the financial intermediation sector."
1081,1081,"Optimal regulatory restrictions on banks have to solve a delicate balance. Tighter regulations reduce the likelihood of banks? distress. Looser regulations foster the allocation of funds toward productive investments. With multiple banks, optimal regulation becomes even more challenging. Banks form partnerships in the interbank lending market in order to face liquidity needs and to meet investment possibilities. We show that the interbank network can suddenly collapse when regulations are pushed beyond a critical level, with a discontinuous increase in systemic risk as the cross-insurance of banks collapses."
1082,1082,"Open-end mutual funds face investor redemptions, but the sale of the underlying assets depends on asset managers? portfolio decisions. If asset managers use cash holdings as a buffer to meet redemptions, they can mitigate fire sales of the assets. If they hoard cash in response to redemptions, they will amplify fire sales. We present a global game model of investor runs and identify conditions under which asset managers hoard cash. In an empirical investigation of bond mutual funds, we find that cash hoarding is the rule rather than the exception, and that less liquid bond funds display stronger cash hoarding."
1083,1083,"Do regulations decrease dealer ability to intermediate trades? Using a unique dataset of dealer-bond-level transactions, we link changes in liquidity of individual U.S. corporate bonds to dealers' transaction activity and balance sheet constraints. We show that, prior to the financial crisis, bonds traded by more levered institutions and institutions with investment bank like characteristics were more liquid but this relationship reverses after the financial crisis. In addition, institutions that face more regulations after the crisis both reduce their overall volume of trade and have less ability to intermediate customer trades."
1084,1084,"Long-term earnings losses for displaced workers are large and counter-cyclical. Similarly, the skewness of earnings growth rates is strongly pro-cyclical. This paper presents an incomplete markets business cycle model in which idiosyncratic risk varies over time in accordance with these empirical findings. These dynamics of idiosyncratic risk give rise to a cyclical precautionary savings motive that substantially raises the volatility of aggregate consumption growth. According to the model, idiosyncratic risk spiked during the Great Recession, leading to a substantial decline in aggregate consumption."
1085,1085,"The effects of reforms in product and labor markets are assessed in an economy where credit restrictions and long-term debt combine to produce a persistent recession with slow deleveraging following a negative financial shock. We show that product market reforms stimulate output and employment even in the short run, despite their deflationary effects. By favoring a faster recovery of investment and collateral values, such reforms bring forward the end of the deleveraging phase. This channel is missing in the case of labor market reforms, which have more modest effects on economic activity."
1086,1086,"We propose estimating DSGE models in which the central bank fixes the policy rate for an extended period of time and apply our approach to estimate expected durations of the Federal Reserve?s zero interest rate policy since 2009. We find a large increase in expected duration in 2011 with the move to calendar-based guidance and a decrease in 2013 with the ?Taper tantrum?. These changes are identified by the influence of expected duration on output, inflation and interest rates at longer maturities. The structural model measures the severity of the zero lower bound constraint and the effects of unconventional policy."
1087,1087,"Bond factors which predict future U.S. economic activity at business cycle horizons are priced in the cross-section of U.S. stock returns. High book-to-market stocks have larger exposures to these bond factors than low book-to-market stocks, because their cash flows are more sensitive to the business cycle. Because of this new nexus between stock and bond markets, a parsimonious three-factor dynamic no-arbitrage model can be used to jointly price book-to-market-sorted portfolios of stocks and maturity-sorted bond portfolios, while reproducing the time-series variation in expected bond returns. The business cycle itself is a priced state variable in stock and bond markets."
1088,1088,"We study the effects of monetary policy shocks on?and their historical contribution to?consumption and income inequality in the United States since 1980 as measured by the Consumer Expenditure Survey. Contractionary monetary policy systematically increases inequality in labor earnings, total income, consumption and total expenditures. Furthermore, monetary policy shocks account for a non-trivial component of the historical cyclical variation in income and consumption inequality. Using detailed micro-level data on income and consumption, we document some of the different channels via which monetary policy shocks affect inequality, as well as how these channels depend on the nature of the change in monetary policy."
